"year","number","type","reporting category","standard","item description","pts","school%","state%","school_state_diff","grade_level","discipline core idea","standard desc","item_library_URL","year_2024"
"2023","17","SR","ES","8.ESS.2.6","Use the location of two cities shown on a map to describe how distance from the ocean affects climate.",1,46,43,3,"8","Earth's Systems","Describe how interactions involving the ocean affect weather and climate on a regional scale, including the influence of the ocean temperature as mediated by energy input from the Sun and energy loss due to evaporation or redistribution via ocean currents.","https://mcas.digitalitemlibrary.com/home?subject=Science&grades=Grade%208&view=ALL&itemUIN=SC735656788&YearCode=2023","no"
"2023","18","SR","LS","6.LS.4.1","Analyze a graph of groups of species over time showing an extinction event to determine what claim can be supported by the graph.",1,33,43,-10,"6","Biological Evolution: Unity and Diversity","Analyze and interpret evidence from the fossil record to describe organisms and their environment, extinctions, and changes to life forms throughout the history of Earth.","https://mcas.digitalitemlibrary.com/home?subject=Science&grades=Grade%208&view=ALL&itemUIN=SC905284974&YearCode=2023","no"
"2023","19","SR","ES","7.ESS.2.2","Identify evidence that the climate of Massachusetts has changed over geologic time.",1,46,39,7,"7","Earth's Systems","Construct an explanation based on evidence for how Earth’s surface has changed over scales that range from local to global in size.","https://mcas.digitalitemlibrary.com/home?subject=Science&grades=Grade%208&view=ALL&itemUIN=SC291714&YearCode=2023","no"
"2023","20","SR","LS","6.LS.4.2","Compare the bone structures of different organisms to describe their evolutionary relationships to a common ancestor.",1,78,55,23,"6","Biological Evolution: Unity and Diversity","Construct an argument using anatomical structures to support evolutionary relationships among and between fossil organisms and modern organisms","https://mcas.digitalitemlibrary.com/home?subject=Science&grades=Grade%208&view=ALL&itemUIN=SC299423&YearCode=2023","no"
"2023","21","SR","ES","8.ESS.3.1","Explain why two locations can have different amounts of fossil fuel resources.",1,68,57,11,"8","Earth and Human Activity","Analyze and interpret data to explain that the Earth’s mineral and fossil fuel resources are unevenly distributed as a result of geologic processes.",NA,"no"
"2023","22","SR","LS","8.LS.3.4","Analyze Punnett squares to identify which one can be used to determine the probability of a trait for a given cross.",1,67,48,19,"8","Heredity: Inheritance and Variation of Traits","Develop and use a model to show that sexually reproducing organisms have two of each chromosome in their cell nuclei, and hence two variants (alleles) of each gene that can be the same or different from each other, with one random assortment of each chromosome passed down to offspring from both parents.",NA,"no"
"2023","23","SR","LS","8.LS.4.5","Identify selective breeding as a method people use to develop different types of plants.",1,63,52,11,"8","Biological Evolution: Unity and Diversity","Synthesize and communicate information about artificial selection, or the ways in which humans have changed the inheritance of desired traits in organisms.",NA,"no"
"2023","24","SR","TE","6.ETS.2.2","Describe the properties of materials needed for a design solution.",2,59,51,8,"6","Materials, Tools, and Manufacturing","Given a design task, select appropriate materials based on specific properties needed in the construction of a solution.",NA,"no"
"2023","25","SR","LS","7.LS.2.3","Describe some of the reactants and products of photosynthesis.",1,43,36,7,"7","Ecosystems: Interactions, Energy, and Dynamics","Develop a model to describe that matter and energy are transferred among living and nonliving parts of an ecosystem and that both matter and energy are conserved through these processes.",NA,"no"
"2023","26","SR","LS","6.LS.1.3","Describe how organs shown in a diagram work together as a body system.",1,62,67,-5,"6","From Molecules to Organisms: Structures and Processes","Construct an argument supported by evidence that the body systems interact to carry out essential functions of life.",NA,"no"
"2023","27","SR","TE","7.ETS.3.5","Use the concept of systems engineering to describe how data can be used to modify a part of a transportation system.",1,45,35,10,"7","Technological Systems","Use the concept of systems engineering to model inputs, processes, outputs, and feedback among components of a transportation, structural, or communication system.",NA,"no"
"2023","28","SR","ES","8.ESS.3.5","Use a graph to determine changes in carbon dioxide levels in the atmosphere and identify several activities that have contributed to these changes.",1,80,69,11,"8","Earth and Human Activity","Examine and interpret data to describe the role that human activities have played in causing the rise in global temperatures over the past century.",NA,"no"
"2023","29","SR","TE","6.ETS.1.5","Use a ruler to measure the dimensions of a scale drawing and calculate the dimensions of the actual object.",1,47,43,4,"6","Engineering Design","Create visual representations of solutions to a design problem. Accurately interpret and apply scale and proportion to visual representations.",NA,"no"
"2023","30","SR","TE","7.ETS.3.1","Identify the encoder and receiver in a communication system.",1,77,74,3,"7","Technological Systems","Explain the function of a communication system and the role of its components, including a source, encoder, transmitter, receiver, decoder, and storage.",NA,"no"
"2023","31","SR","ES","6.ESS.1.1","Explain why the appearance of the Moon changes over time.",1,24,39,-15,"6","Earth's Place in the Universe","Develop and use a model of the Earth-Sun-Moon system to explain the causes of lunar phases and eclipses of the Sun and Moon.",NA,"no"
"2023","32","SR","PS","6.PS.2.4","Identify that very massive objects have noticeable gravitational forces between them and those forces are attractive.",1,71,59,12,"6","Motion and Stability: Forces and Interactions","Use evidence to support the claim that gravitational forces between objects are attractive and are only noticeable when one or both of the objects have a very large mass.",NA,"no"
"2023","33","SR","ES","8.ESS.1.1","Explain the reason for a pattern of increasing daylight hours in a given area.",1,48,46,2,"8","Earth's Place in the Universe","Develop and use a model of the Earth-Sun system to explain the cyclical pattern of seasons, which includes Earth’s tilt and differential intensity of sunlight on different areas of Earth across the year.",NA,"no"
"2023","34","CR","ES","8.ESS.1.2","Analyze a data table to complete a model showing the positions of the Moon, the Sun, and Earth on a certain date; analyze data to determine a tide height and use evidence to support the answer.",3,25,36,-11,"8","Earth's Place in the Universe","Explain the role of gravity in ocean tides, the orbital motions of planets, their moons, and asteroids in the solar system.",NA,"no"
"2023","35","SR","ES","7.ESS.2.4","Use a model to describe the role of gravity in the water cycle.",1,48,44,4,"7","Earth's Systems","Develop a model to explain how the energy of the Sun and Earth’s gravity drive the cycling of water, including changes of state, as it moves through multiple pathways in Earth’s hydrosphere.",NA,"no"
"2023","36","CR","LS","8.LS.3.2","Describe differences between sexual and asexual reproduction and explain how sexual reproduction benefits a population.",3,23,40,-17,"8","Heredity: Inheritance and Variation of Traits","Construct an argument based on evidence for how asexual reproduction results in offspring with identical genetic information and sexual reproduction results in offspring with genetic variation. Compare and contrast advantages and disadvantages of asexual and sexual reproduction.",NA,"no"
"2023","37","CR","PS","7.PS.3.3","Use data to determine a design that minimizes thermal energy transfer, describe how the speed of air molecules inside the design changes, and explain the reasoning.",2,64,66,-2,"7","Energy","Apply scientific principles of energy and heat transfer to design, construct, and test a device to minimize or maximize thermal energy transfer.*",NA,"no"
"2023","38","SR","TE","8.ETS.2.5","Describe assembling, quality control, and safety processes used in the manufacturing of an object.",1,74,62,12,"8","Materials, Tools, and Manufacturing","Present information that illustrates how a product can be created using basic processes in manufacturing systems, including forming, separating, conditioning, assembling, finishing, quality control, and safety. Compare the advantages and disadvantages of human vs. computer control of these processes.",NA,"no"
"2023","39","SR","PS","6.PS.4.1","Analyze wave models to determine relative wavelengths, amplitudes, and energies of the waves.",2,51,47,4,"6","Waves and Their Applications in Technologies for Information Transfer","Use diagrams of a simple wave to explain that (a) a wave has a repeating pattern with a specific amplitude, frequency, and wavelength, and (b) the amplitude of a wave is related to the energy of the wave.",NA,"no"
"2023","40","SR","TE","6.ETS.1.1","Determine the design problem given a design solution.",1,67,59,8,"6","Engineering Design","Define the criteria and constraints of a design problem with sufficient precision to ensure a successful solution. Include potential impacts on people and the natural environment that may limit possible solutions.",NA,"no"
"2023","41","SR","PS","8.PS.1.2","Compare results of investigations to determine which result describes the separation of a compound rather than the separation of a mixture.",1,52,45,7,"8","Matter and Its Interactions","Analyze and interpret data on the properties of substances before and after the substances interact to determine if a chemical reaction has occurred.",NA,"no"
"2024","2","SR","ES","7.ESS.3.2","Determine the geologic event that could occur during a rainy season in an area impacted by a forest fire.",1,92,77,15,"7","Earth and Human Activity","Obtain and communicate information on how data from past geologic events are analyzed for patterns and used to forecast the location and likelihood of future catastrophic events.","http://www.doe.mass.edu/mcas/search/question.aspx?uin=SC909440605&YearCode=2024","yes"
"2024","3","SR","PS","7.PS.3.2","Determine when the potential energy of an object will change the most.",1,57,48,9,"7","Energy","Develop a model to describe the relationship between the relative positions of objects interacting at a distance and their relative potential energy in the system.","http://www.doe.mass.edu/mcas/search/question.aspx?uin=SC809281175&YearCode=2024","yes"
"2024","4","SR","ES","8.ESS.1.1","Interpret a diagram showing Earth's orbit around the Sun to identify the part of the diagram that represents a particular season.",1,37,33,4,"8","Earth's Place in the Universe","Develop and use a model of the Earth-Sun system to explain the cyclical pattern of seasons, which includes Earth’s tilt and differential intensity of sunlight on different areas of Earth across the year.","http://www.doe.mass.edu/mcas/search/question.aspx?uin=SC631648577&YearCode=2024","yes"
"2024","5","SR","PS","6.PS.1.8","Explain why a substance is classified as a mixture.",1,40,31,9,"6","Matter and Its Interactions","Conduct an experiment to show that many materials are mixtures of pure substances that can be separated by physical means into their component pure substances.","http://www.doe.mass.edu/mcas/search/question.aspx?uin=SC289753&YearCode=2024","yes"
"2024","6","SR","LS","8.LS.3.1","Describe how a genetic mutation can result in a change to the structure of the cell.",1,69,59,10,"8","Heredity: Inheritance and Variation of Traits","Develop and use a model to describe that structural changes to genes (mutations) may or may not result in changes to proteins, and if there are changes to proteins there may be harmful, beneficial, or neutral changes to traits.","http://www.doe.mass.edu/mcas/search/question.aspx?uin=SC724053524&YearCode=2024","yes"
"2024","7","SR","LS","8.LS.3.3","Determine that a certain substance is a protein because a gene codes for it.",1,78,67,11,"8","Heredity: Inheritance and Variation of Traits","Communicate through writing and in diagrams that chromosomes contain many distinct genes and that each gene holds the instructions for the production of specific proteins, which in turn affects the traits of an individual.","http://www.doe.mass.edu/mcas/search/question.aspx?uin=SC717240635&YearCode=2024","yes"
"2024","8","SR","LS","6.LS.1.1","Describe how single-celled organisms and cells from multi-celled organisms carry out similar functions.",1,31,23,8,"6","From Molecules to Organisms: Structures and Processes","Provide evidence that all organisms (unicellular and multicellular) are made of cells.","http://www.doe.mass.edu/mcas/search/question.aspx?uin=SC724050563&YearCode=2024","yes"
"2024","9","CR","LS","8.LS.4.4","Compare the genetic material of an organism that reproduces asexually with the genetic material of its offspring, and explain how natural selection can lead to an increase of organisms  within a population that produce a specific protein.",3,30,31,-1,"8","Biological Evolution: Unity and Diversity","Use a model to describe the process of natural selection, in which genetic variations of some traits in a population increase some individuals’ likelihood of surviving and reproducing in a changing environment. Provide evidence that natural selection occurs over many generations.","http://www.doe.mass.edu/mcas/search/question.aspx?uin=SC719861928&YearCode=2024","yes"
"2024","11","SR","ES","6.ESS.1.4","Analyze evidence from diagrams showing rock layers and fossils from two locations to put several events in order from earliest to most recent.",1,36,28,8,"6","Earth's Place in the Universe","Analyze and interpret rock layers and index fossils to determine the relative ages of rock formations that result from processes occurring over long periods of time.","http://www.doe.mass.edu/mcas/search/question.aspx?uin=SC117940690&YearCode=2024","yes"
"2024","12","SR","ES","8.ESS.2.5","Use a diagram showing global wind patterns to describe the temperature and humidity of air in a region, and describe how air becomes warmer and rises as it moves across a region.",2,40,36,4,"8","Earth's Systems","Interpret basic weather data to identify patterns in air mass interactions and the relationship of those patterns to local weather.","http://www.doe.mass.edu/mcas/search/question.aspx?uin=SC910857279&YearCode=2024","yes"
"2024","13","SR","PS","7.PS.3.1","Interpret data from a graph to describe the relationship between speed and kinetic energy of an object.",1,39,39,0,"7","Energy","Construct and interpret data and graphs to describe the relationships among kinetic energy, mass, and speed of an object.","http://www.doe.mass.edu/mcas/search/question.aspx?uin=SC719148468&YearCode=2024","yes"
"2024","15","SR","PS","6.PS.1.6","Identify evidence of an exothermic reaction occurring in an investigation, and identify the equipment used to measure a change in average molecular kinetic energy.",2,65,58,7,"6","Matter and Its Interactions","Plan and conduct an experiment involving exothermic and endothermic chemical reactions to measure and describe the release or absorption of thermal energy.","http://www.doe.mass.edu/mcas/search/question.aspx?uin=SC905676463&YearCode=2024","yes"
"2024","16","SR","ES","8.ESS.3.1","Identify what led to the formation of fossil fuels in an area.",1,31,31,0,"8","Earth and Human Activity","Analyze and interpret data to explain that the Earth’s mineral and fossil fuel resources are unevenly distributed as a result of geologic processes.","http://www.doe.mass.edu/mcas/search/question.aspx?uin=SC909472212&YearCode=2024","yes"
"2024","17","SR","PS","8.PS.1.4","Explain what happens to water vapor when the temperature of the air changes.",1,59,42,17,"8","Matter and Its Interactions","Develop a model that describes and predicts changes in particle motion, relative spatial arrangement, temperature, and state of a pure substance when thermal energy is added or removed.","http://www.doe.mass.edu/mcas/search/question.aspx?uin=SC291923&YearCode=2024","yes"
"2024","18","SR","LS","7.LS.2.1","Select a time period on a population graph when the population did not have enough resources available.",1,51,45,6,"7","Ecosystems: Interactions, Energy, and Dynamics","Analyze and interpret data to provide evidence for the effects of periods of abundant and scarce resources on the growth of organisms and the size of populations in an ecosystem.","http://www.doe.mass.edu/mcas/search/question.aspx?uin=SC934427452&YearCode=2024","yes"
"2024","19","SR","PS","7.PS.2.3","Compare the strengths of the electric forces between pairs of charges.",1,82,70,12,"7","Motion and Stability: Forces and Interactions","Analyze data to describe the effect of distance and magnitude of electric charge on the strength of electric forces.","http://www.doe.mass.edu/mcas/search/question.aspx?uin=SC718681961&YearCode=2024","yes"
"2024","20","SR","ES","8.ESS.2.6","Analyze information from a map and a table to explain the temperature difference between two geographic locations.",1,65,49,16,"8","Earth's Systems","Describe how interactions involving the ocean affect weather and climate on a regional scale, including the influence of the ocean temperature as mediated by energy input from the Sun and energy loss due to evaporation or redistribution via ocean currents.","http://www.doe.mass.edu/mcas/search/question.aspx?uin=SC313156&YearCode=2024","yes"
"2024","21","SR","ES","7.ESS.2.4","Select the water cycle step shown on a diagram that is most directly affected by an increase in the amount of solar radiation.",1,69,53,16,"7","Earth's Systems","Develop a model to explain how the energy of the Sun and Earth’s gravity drive the cycling of water, including changes of state, as it moves through multiple pathways in Earth’s hydrosphere.",NA,"yes"
"2024","23","SR","TE","7.ETS.3.3","Determine a subsystem that should be redesigned to achieve a given change in a transportation system.",1,65,60,5,"7","Technological Systems","Research and communicate information about how transportation systems are designed to move people and goods using a variety of vehicles and devices. Identify and describe subsystems of a transportation vehicle, including structural, propulsion, guidance, suspension, and control subsystems",NA,"yes"
"2024","24","SR","PS","7.PS.3.4","Analyze a temperature graph of four metal samples to determine differences between the samples.",1,53,49,4,"7","Energy","Conduct an investigation to determine the relationships among the energy transferred, how well the type of matter retains or radiates heat, the mass, and the change in the average kinetic energy of the particles as measured by the temperature of the sample.",NA,"yes"
"2024","25","SR","TE","6.ETS.2.3","Determine which piece of safety equipment would best protect a worker.",1,81,80,1,"6","Materials, Tools, and Manufacturing","Choose and safely use appropriate measuring tools, hand tools, fasteners, and common hand-held power tools used to construct a prototype.",NA,"yes"
"2024","26","SR","TE","8.ETS.2.5","Describe an advantage of using one manufacturing method compared to another method.",1,78,59,19,"8","Materials, Tools, and Manufacturing","Present information that illustrates how a product can be created using basic processes in manufacturing systems, including forming, separating, conditioning, assembling, finishing, quality control, and safety. Compare the advantages and disadvantages of human vs. computer control of these processes.",NA,"yes"
"2024","27","SR","TE","6.ETS.1.5","Determine the scale used to create an object.",1,72,59,13,"6","Engineering Design","Create visual representations of solutions to a design problem. Accurately interpret and apply scale and proportion to visual representations.",NA,"yes"
"2024","28","CR","TE","7.ETS.1.2","Analyze a decision matrix to describe an advantage of using a certain material, explain why a material from the decision matrix should be used to make a certain object, and explain why a property of the material makes it a good choice to use.",3,51,41,10,"7","Engineering Design","Evaluate competing solutions to a given design problem using a decision matrix to determine how well each meets the criteria and constraints of the problem. Use a model of each solution to evaluate how variations in one or more design features, including size, shape, weight, or cost, may affect the function or effectiveness of the solution.",NA,"yes"
"2024","29","SR","ES","8.ESS.2.1","Identify the model that represents the type of plate movement that produces a volcanic mountain range.",1,64,63,1,"8","Earth's Systems","Use a model to illustrate that energy from Earth’s interior drives convection that cycles Earth’s crust, leading to melting, crystallization, weathering, and deformation of large rock formations, including generation of ocean sea floor at ridges, submergence of ocean sea floor at trenches, mountain building, and active volcanic chains.",NA,"yes"
"2024","30","SR","PS","8.PS.2.2","Use a model to determine the net force on an object.",1,27,33,-6,"8","Motion and Stability: Forces and Interactions","Provide evidence that the change in an object’s speed depends on the sum of the forces on the object (the net force) and the mass of the object.",NA,"yes"
"2024","33","CR","LS","7.LS.2.3","Use information from a video to make a food web of an ecosystem, determine which two organisms from the ecosystem have a competitive relationship, and explain the reasoning.",2,54,47,7,"7","Ecosystems: Interactions, Energy, and Dynamics","Develop a model to describe that matter and energy are transferred among living and nonliving parts of an ecosystem and that both matter and energy are conserved through these processes.",NA,"yes"
"2024","34","SR","TE","7.ETS.3.4","Use a diagram of a structure to describe a change that would prevent the structure from collapsing.",1,85,76,9,"7","Technological Systems","Show how the components of a structural system work together to serve a structural function. Provide examples of physical structures and relate their design to their intended use.",NA,"yes"
"2024","35","SR","LS","7.LS.1.4","Explain how different parts of plants attract animals that pollinate  the plant.",2,79,73,6,"7","From Molecules to Organisms: Structures and Processes","Construct an explanation based on evidence for how characteristic animal behaviors and specialized plant structures increase the probability of successful reproduction of animals and plants",NA,"yes"
"2024","36","SR","ES","7.ESS.2.2","Determine the result of water freezing and thawing on Earth's surface.",1,42,44,-2,"7","Earth's Systems","Construct an explanation based on evidence for how Earth’s surface has changed over scales that range from local to global in size.",NA,"yes"
"2024","38","SR","PS","6.PS.4.2","Determine whether waves are reflected or absorbed in several examples of wave motion.",1,83,71,12,"6","Waves and Their Applications in Technologies for Information Transfer","Use diagrams and other models to show that both light rays and mechanical waves are reflected, absorbed, or transmitted through various materials.",NA,"yes"
"2024","39","SR","ES","8.ESS.1.2","Explain why Earth orbits the Sun.",1,74,56,18,"8","Earth's Place in the Universe","Explain the role of gravity in ocean tides, the orbital motions of planets, their moons, and asteroids in the solar system.",NA,"yes"
"2024","40","SR","TE","6.ETS.1.6","Interpret a diagram of a design solution to determine whether different design features are benefits or limitations.",1,87,74,13,"6","Engineering Design","Communicate a design solution to an intended user, including design features and limitations of the solution.",NA,"yes"
"2019","1","SR","TE","6.ETS.2.1","Describe why a material is an appropriate choice for part of a bridge.",1,87,81,6,"6","Materials, Tools, and Manufacturing","Analyze and compare properties of metals, plastics, wood, and ceramics, including flexibility, ductility, hardness, thermal conductivity, electrical conductivity, and melting point","https://mcas.digitalitemlibrary.com/home?subject=Science&grades=Grade%208&view=ALL&itemUIN=SC709749517","no"
"2019","2","SR","PS","8.PS.1.4","Describe a change to a particle model that will show the atoms with more thermal energy.",1,72,70,2,"8","Matter and Its Interactions","Develop a model that describes and predicts changes in particle motion, relative spatial arrangement, temperature, and state of a pure substance when thermal energy is added or removed.","https://mcas.digitalitemlibrary.com/home?subject=Science&grades=Grade%208&view=ALL&itemUIN=SC719842791","no"
"2019","3","SR","PS","6.PS.4.1","Relate the amount of energy in a seismic wave to the wave's amplitude.",1,60,39,21,"6","Waves and Their Applications in Technologies for Information Transfer","Use diagrams of a simple wave to explain that (a) a wave has a repeating pattern with a specific amplitude, frequency, and wavelength, and (b) the amplitude of a wave is related to the energy of the wave.","https://mcas.digitalitemlibrary.com/home?subject=Science&grades=Grade%208&view=ALL&itemUIN=SC725566286","no"
"2019","4","CR","TE","7.ETS.3.4","Analyze a model bridge to determine the loads on the system and describe an advantage and a disadvantage of making a design change.",3,59,52,7,"7","Technological Systems","Show how the components of a structural system work together to serve a structural function. Provide examples of physical structures and relate their design to their intended use.","https://mcas.digitalitemlibrary.com/home?subject=Science&grades=Grade%208&view=ALL&itemUIN=SC709749768","no"
"2019","5","CR","ES","8.ESS.2.1","Interpret a model of two oceanic plates colliding, identify a geological feature that is formed, and describe the process that causes plates to move.",3,34,33,1,"8","Earth's Systems","Use a model to illustrate that energy from Earth’s interior drives convection that cycles Earth’s crust, leading to melting, crystallization, weathering, and deformation of large rock formations, including generation of ocean sea floor at ridges, submergence of ocean sea floor at trenches, mountain building, and active volcanic chains.","https://mcas.digitalitemlibrary.com/home?subject=Science&grades=Grade%208&view=ALL&itemUIN=SC633167889","no"
"2019","6","SR","LS","8.LS.3.4","Complete a table showing the percentages of genotypes for a cross between two plants that are heterozygous for a particular trait.",1,64,42,22,"8","Heredity: Inheritance and Variation of Traits","Develop and use a model to show that sexually reproducing organisms have two of each chromosome in their cell nuclei, and hence two variants (alleles) of each gene that can be the same or different from each other, with one random assortment of each chromosome passed down to offspring from both parents.","https://mcas.digitalitemlibrary.com/home?subject=Science&grades=Grade%208&view=ALL&itemUIN=SC722134119","no"
"2019","7","SR","TE","7.ETS.1.2","Evaluate two design solutions to determine an advantage of one solution over the other.",1,52,52,0,"7","Engineering Design","Evaluate competing solutions to a given design problem using a decision matrix to determine how well each meets the criteria and constraints of the problem. Use a model of each solution to evaluate how variations in one or more design features, including size, shape, weight, or cost, may affect the function or effectiveness of the solution.","https://mcas.digitalitemlibrary.com/home?subject=Science&grades=Grade%208&view=ALL&itemUIN=SC632357510","no"
"2019","8","SR","TE","8.ETS.2.5","Describe the separation process for creating the desired shape of an object and describe the finishing process for that object.",2,44,39,5,"8","Materials, Tools, and Manufacturing","Present information that illustrates how a product can be created using basic processes in manufacturing systems, including forming, separating, conditioning, assembling, finishing, quality control, and safety. Compare the advantages and disadvantages of human vs. computer control of these processes.","https://mcas.digitalitemlibrary.com/home?subject=Science&grades=Grade%208&view=ALL&itemUIN=SC633723212","no"
"2019","9","SR","PS","7.PS.3.4","Analyze particle models of two gas samples and determine that the samples differ in temperature.",1,67,70,-3,"7","Energy","Conduct an investigation to determine the relationships among the energy transferred, how well the type of matter retains or radiates heat, the mass, and the change in the average kinetic energy of the particles as measured by the temperature of the sample.","https://mcas.digitalitemlibrary.com/home?subject=Science&grades=Grade%208&view=ALL&itemUIN=SC291925","no"
"2019","10","SR","PS","6.PS.1.7","Order a set of objects from least to most dense given the mass and volume of the objects.",1,43,35,8,"6","Matter and Its Interactions","Use a particulate model of matter to explain that density is the amount of matter (mass) in a given volume. Apply proportional reasoning to describe, calculate, and compare relative densities of different materials.","https://mcas.digitalitemlibrary.com/home?subject=Science&grades=Grade%208&view=ALL&itemUIN=SC718677590","no"
"2019","11","SR","ES","8.ESS.1.1","Interpret a model of the Sun-Earth system to explain the cause of the cyclical pattern of the seasons.",1,73,65,8,"8","Earth's Place in the Universe","Develop and use a model of the Earth-Sun system to explain the cyclical pattern of seasons, which includes Earth’s tilt and differential intensity of sunlight on different areas of Earth across the year.","https://mcas.digitalitemlibrary.com/home?subject=Science&grades=Grade%208&view=ALL&itemUIN=SC712448165","no"
"2019","12","SR","PS","8.PS.2.2","Analyze force models to determine whether the speeds of objects are changing.",1,34,46,-12,"8","Motion and Stability: Forces and Interactions","Provide evidence that the change in an object’s speed depends on the sum of the forces on the object (the net force) and the mass of the object.","https://mcas.digitalitemlibrary.com/home?subject=Science&grades=Grade%208&view=ALL&itemUIN=SC718679781","no"
"2019","13","SR","LS","7.LS.2.4","Describe how a change in the amount of Arctic ice in polar regions is most likely to affect a species that lives in these regions.",1,60,70,-10,"7","Ecosystems: Interactions, Energy, and Dynamics","Analyze data to provide evidence that disruptions (natural or human-made) to any physical or biological component of an ecosystem can lead to shifts in all its populations.","https://mcas.digitalitemlibrary.com/home?subject=Science&grades=Grade%208&view=ALL&itemUIN=SC274002","no"
"2019","14","SR","ES","7.ESS.2.4","Interpret a model to determine how energy from the Sun and Earth's gravity affect the cycling of water.",1,89,77,12,"7","Earth's Systems","Develop a model to explain how the energy of the Sun and Earth’s gravity drive the cycling of water, including changes of state, as it moves through multiple pathways in Earth’s hydrosphere.","https://mcas.digitalitemlibrary.com/home?subject=Science&grades=Grade%208&view=ALL&itemUIN=SC712547540","no"
"2019","15","SR","PS","7.PS.3.2","Determine which object has the largest potential energy based on the mass and relative position of the objects.",1,43,44,-1,"7","Energy","Develop a model to describe the relationship between the relative positions of objects interacting at a distance and their relative potential energy in the system.","https://mcas.digitalitemlibrary.com/home?subject=Science&grades=Grade%208&view=ALL&itemUIN=SC719150035","no"
"2019","16","CR","LS","8.LS.4.5","Describe one advantage and one disadvantage of selecting traits artificially in a species.",2,49,38,11,"8","Biological Evolution: Unity and Diversity","Synthesize and communicate information about artificial selection, or the ways in which humans have changed the inheritance of desired traits in organisms.","https://mcas.digitalitemlibrary.com/home?subject=Science&grades=Grade%208&view=ALL&itemUIN=SC725332664","no"
"2019","17","SR","LS","7.LS.2.2","Identify a factor that can limit competition between different species living in the same area.",1,89,84,5,"7","Ecosystems: Interactions, Energy, and Dynamics","Describe how relationships among and between organisms in an ecosystem can be competitive, predatory, parasitic, and mutually beneficial and that these interactions are found across multiple ecosystems","https://mcas.digitalitemlibrary.com/home?subject=Science&grades=Grade%208&view=ALL&itemUIN=SC310241","no"
"2019","18","SR","LS","6.LS.1.2","Use a model to determine the part of a plant cell that produces sugars.",1,71,52,19,"6","From Molecules to Organisms: Structures and Processes","Develop and use a model to describe how parts of cells contribute to the cellular functions of obtaining food, water, and other nutrients from its environment, disposing of wastes, and providing energy for cellular processes.","https://mcas.digitalitemlibrary.com/home?subject=Science&grades=Grade%208&view=ALL&itemUIN=SC630734713","no"
"2019","19","SR","PS","7.PS.3.6","Identify an example of heat being transferred by conduction.",1,53,54,-1,"7","Energy","Use a model to explain how thermal energy is transferred out of hotter regions or objects and into colder ones by convection, conduction, and radiation.","https://mcas.digitalitemlibrary.com/home?subject=Science&grades=Grade%208&view=ALL&itemUIN=SC265247","no"
"2019","20","SR","ES","8.ESS.2.5","Determine why air on Earth circulates between the equator and the poles.",1,47,50,-3,"8","Earth's Systems","Interpret basic weather data to identify patterns in air mass interactions and the relationship of those patterns to local weather.","https://mcas.digitalitemlibrary.com/home?subject=Science&grades=Grade%208&view=ALL&itemUIN=SC273936","no"
"2019","21","SR","ES","6.ESS.1.5","Determine the size of the Sun relative to the planets in our solar system.",1,83,84,-1,"6","Earth's Place in the Universe","Use graphical displays to illustrate that Earth and its solar system are one of many in the Milky Way galaxy, which is one of billions of galaxies in the universe.",NA,"no"
"2019","22","SR","TE","6.ETS.2.3","Select the appropriate safety equipment and tools needed to construct a prototype.",1,86,68,18,"6","Materials, Tools, and Manufacturing","Choose and safely use appropriate measuring tools, hand tools, fasteners, and common hand-held power tools used to construct a prototype.",NA,"no"
"2019","23","SR","PS","7.PS.2.3","Compare the strengths of the electric forces between pairs of charges.",1,78,75,3,"7","Motion and Stability: Forces and Interactions","Analyze data to describe the effect of distance and magnitude of electric charge on the strength of electric forces.",NA,"no"
"2019","24","SR","LS","6.LS.1.3","Determine the body system that directly controls when muscles contract.",1,57,54,3,"6","From Molecules to Organisms: Structures and Processes","Construct an argument supported by evidence that the body systems interact to carry out essential functions of life.",NA,"no"
"2019","25","SR","TE","7.ETS.3.3","Determine whether parts of a vehicle are structural, propulsion, or control subsystems.",1,79,66,13,"7","Technological Systems","Research and communicate information about how transportation systems are designed to move people and goods using a variety of vehicles and devices. Identify and describe subsystems of a transportation vehicle, including structural, propulsion, guidance, suspension, and control subsystems",NA,"no"
"2019","26","SR","PS","6.PS.1.8","Determine the next step in a procedure for separating a mixture, and identify evidence that shows a substance is a mixture.",2,72,62,10,"6","Matter and Its Interactions","Conduct an experiment to show that many materials are mixtures of pure substances that can be separated by physical means into their component pure substances.",NA,"no"
"2019","27","CR","ES","8.ESS.1.2","Complete a model to show the force that keeps a planet in orbit around a star, and identify that force.",2,83,69,14,"8","Earth's Place in the Universe","Explain the role of gravity in ocean tides, the orbital motions of planets, their moons, and asteroids in the solar system.",NA,"no"
"2019","28","SR","TE","7.ETS.3.5","Classify part of a transportation system according to the universal systems model.",1,57,49,8,"7","Technological Systems","Use the concept of systems engineering to model inputs, processes, outputs, and feedback among components of a transportation, structural, or communication system.",NA,"no"
"2019","29","SR","ES","6.ESS.1.4","Analyze a diagram to determine the youngest rock layer that was present when a fault formed.",1,41,32,9,"6","Earth's Place in the Universe","Analyze and interpret rock layers and index fossils to determine the relative ages of rock formations that result from processes occurring over long periods of time.",NA,"no"
